id,article,who,education,lockdown,politics,bussiness,travel,vaccine,covidstats,entertainment
0012706ac77a7b37,"The death toll from coronavirus across the world on Monday rose to more than 45 lakh, according to Johns Hopkins University COVID-19 tracker. The total number of coronavirus cases globally rose more than 21.6 crore, the tracker data showed. The US is the worst coronavirus-hit country with nearly 3.9 crore cases and 6.37 lakh deaths.",0,0,0,0,0,0,0,1,0
0012bb72f20ae971,"Police have registered a case against 17 AAP leaders, including Delhi Deputy CM Manish Sisodia, for violating COVID-19 protocols during the party's Tiranga Yatra in Uttar Pradesh's Agra. The FIR also mentions 500 unidentified persons who were part of the yatra on Sunday, police said. Permission had been granted with a limit of 50 people, they added.",0,0,0,1,0,0,0,0,0
0012bbcbd6958302,"The World Health Organization (WHO) on Monday said that as per a reliable projection, another 2,36,000 COVID-19 related deaths are expected in Europe by December 1. ""Last week, there was an 11% increase in the number of deaths in the region,"" said WHO's Europe Director Hans Kluge. So far Europe has recorded around 1.3 million coronavirus deaths.",1,0,0,0,0,0,0,1,0
00137446b1aec28c,"A plea has been filed before the Bombay High Court against the Maharashtra government?s decision to allow only fully vaccinated people in Mumbai local trains, malls and workplaces. The petition said all people in the Mumbai Metropolitan Region should be allowed to use the trains. It added that both vaccinated and non-vaccinated people can be superspreaders of COVID-19.",0,0,0,0,1,0,1,0,0
0013a435effa29bd,"The Centre has extended the exemption of import duty on COVID-19 relief items till September 30, the Central Board of Indirect Taxes and Customs (CBIC) said on Monday. These supplies include oxygen-related equipment and COVID-19 vaccines. The decision was made in public interest, CBIC said. The relief, initially granted in April till end of July, was already extended once.",0,0,0,0,1,1,1,0,0
0013be435187e84f,"Speaking on global vaccine inequality amid the rollout of booster shots of COVID-19 vaccines, WHO Regional Director for Europe Hans Kluge said that it's a way to keep the most vulnerable safe and ""not a luxury"". Notably, WHO chief Tedros Adhanom Ghebreyesus had earlier called for a two-month pause on administering booster shots as a means of reducing vaccine inequality.",1,0,0,0,0,0,1,0,0
0013fed3aeae76b7,"Researchers from IIT Bombay have developed an app that helps users get alerts when COVID-19 vaccination slots are available. 'CoVaccinator' app can access data from the servers of the CoWIN portal. Users will be able to click on alerts, log in to the app using the same number as CoWIN and book a slot at a centre of their choice.",0,0,0,0,1,0,1,0,0
001411adf8f1dd82,"Singer Arijit Singh, who will be performing live on-stage at an event in Abu Dhabi in November, said, ""Since the unfortunate coronavirus outbreak, this would be my first onstage performance."" He added, ""I'm humbled to be a part of the concert and to be able to continue entertaining my fans...I'm...excited to perform [in UAE] after five years.""",0,0,0,0,0,0,0,0,1
001421530a1aa622,"The Jammu and Kashmir administration on Sunday granted permission to higher educational institutions to resume physical classes provided all staff members and students are fully vaccinated. The administration, however, extended the closure of schools and coaching centres till further orders. According to the Health Ministry, there are 1,276 active COVID-19 cases in Jammu and Kashmir currently.",0,1,0,0,0,0,1,1,0
001426f56de6a49b,"The World Health Organization (WHO) on Monday said that as per a reliable projection, another 2,36,000 COVID-19 related deaths are expected in Europe by December 1. ""Last week, there was an 11% increase in the number of deaths in the region,"" said WHO's Europe Director Hans Kluge. So far Europe has recorded around 1.3 million coronavirus deaths.",1,0,0,0,0,0,0,1,0
00148cabab3f0abd,"Several states and UTs have decided to reopen schools and begin physical classes from September, amid a drop in COVID-19 cases. Delhi and Tamil Nadu have allowed physical classes for standards 9-12 to begin from September 1. Schools for classes 9-12 will reopen in Rajasthan with staggered timings, while in MP and Gujarat, physical classes will resume for standards 6-8.",0,1,0,0,0,0,0,0,0
0015d9af6dbc03c0,"Pune division reported 1,908 COVID-19 cases on Sunday. Of the total cases, 406 were reported in Satara, 505 in Solapur, 579 in the Pune district. Meanwhile, Maharashtra continues to report an increasing number of cases with the state reporting 4,666 new cases on Sunday. As many as 3,510 patients were discharged while the active case tally rose to 52,844.",0,0,0,0,0,0,0,1,0
00166b5f5bf2d758,"India has reported 42,909 COVID-19 cases and 380 deaths in the last 24 hours. This comes a day after the country reported 45,083 cases and 460 deaths. Kerala accounted for nearly 70% of the new cases in the country as it reported 29,836 cases and 75 deaths on Sunday. India's total cases reached 3,27,37,939, while death toll surged to 4,38,210.",0,0,0,0,0,0,0,1,0
0016909ad784fe8d,"Himachal Pradesh has become the first state in India to administer the first dose of the COVID-19 vaccine to 100% of its adult population, claimed state Health Minister Dr Rajiv Saizal. He added, ""We will administer the second dose to 100% of the population by November 30."" The state reported 123 COVID-19 cases and one death on Sunday.",0,0,0,0,0,0,1,1,0
0016b94c8b20ffa6,"Eighteen inmates of a children's home in Mumbai's Mankhurd tested positive for COVID-19 in three days, a civic official said. According to BMC, all children have been shifted to an isolation ward at a COVID-19 centre in Vashi Naka. ""They'll be treated for fever and cold, if any. So far, they are responding well,"" M East ward's Medical Officer said.",0,0,0,0,0,0,0,1,0
0016ec04bb0f869a,"The COVID-19 situation is under control in the national capital, Delhi Health Minister Satyendar Jain said. ""The positivity rate in the national capital is 0.4%. The government has decided to establish more than 6,800 ICU beds in seven hospitals within six months,"" Jain said. Delhi reported 31 new COVID-19 cases on Sunday with zero deaths, according to a health bulletin.",0,0,0,0,0,0,0,1,0
00177176f33f587e,"New Zealand has reported what authorities said was the country's first recorded death linked to the Pfizer COVID-19 vaccine. An independent vaccine safety monitoring board said the woman's death was ""probably"" due to myocarditis or inflammation of the heart muscle, a rare side effect of the vaccine. The official cause of death has not yet been determined.",0,0,0,0,0,0,1,0,0
0017d4d47894af05,"Karnataka Health Minister K Sudhakar on Monday tweeted that Bengaluru Urban (excluding BBMP) had become the first district in the state to achieve 100% first dose vaccination against COVID-19. He further congratulated the health workers for making this possible. Recently, Sudhakar also announced that five lakh doses will be administered every day in Karnataka from now on.",0,0,0,0,0,0,1,1,0
001804717513d860,Uttar Pradesh government has announced relaxation in night curfew across the state on Monday in view of Janmashtami. Additional Chief Secretary (Home) Awanish K Awasthi said that exemption has been given in the prescribed attendance limit for events organised on Janmashtami. The order stated that all COVID-19 protocols must be adhered to during the celebrations.,0,0,1,0,0,0,0,0,0
0018af86a1bdfef3,"Pune district reported 1,050 COVID-19 cases on Saturday while 898 people were discharged from hospitals. As many as 10 deaths were reported in the district. There are 9,089 active cases, according to the District Health Officer (DHO) Dr Bhagwan Pawar. A total of 69,475 doses of the COVID-19 vaccine were administered to the people in the district on Saturday. ",0,0,0,0,0,0,1,1,0
0019400581a6fe32,"Twenty-one women whose husbands died due to COVID-19 in the Pimpri Chinchwad Municipal Corporation (PCMC) have been granted a monthly pension of ?1,200 under the Sanjay Gandhi Niradhar Yojana of the Maharashtra government. The District Collector said, ""We are making all efforts to take the government schemes to families who have faced such tragedies.""",0,0,0,0,1,0,0,1,0
00199e012d99a8b9,"A 16-year-old boy was allegedly given COVID-19 vaccine in Madhya Pradesh's Morena district, following which a probe has been ordered. The boy was allegedly vaccinated on Saturday after which he fell sick. ""An inquiry has been ordered to ascertain how the minor boy was given the COVID-19 shot,"" Morena District Chief Medical and Health Officer AD Sharma said.",0,0,0,0,0,0,1,0,0
001a9a0fce445525,"Medanta Chairman Dr Naresh Trehan has said if enough children fall sick after contracting COVID-19, ""we don't have good facilities to take care of them"". He added, ""Given our population size, we should be cautious. The fact is a vaccine is now around the corner."" ZyCoV-D, which received emergency use authorisation in India, will be administered to children above 12.",0,0,0,0,0,0,1,0,0
001acc29b248cb6d,"Doctor Naresh Trehan, Medanta's Chairman and Managing Director, questioned on Sunday if states are in a ""rush"" to reopen schools. ""Is it that we should be patient for another few months, then a vaccine arrives and children get vaccinated...or are we in a rush to open schools,"" he questioned. He stressed that the children in India aren't being vaccinated yet.",0,1,0,0,0,0,1,0,0
001ade31463efdfe,"Singapore has fully vaccinated 80% of its around 57 lakh population against coronavirus, Health Minister Ong Ye Kung said on Sunday. ""It's the result of the collective effort of...people of Singapore coming forward to take care of themselves and...people around them,"" he added. The milestone makes Singapore the most vaccinated country in the world, according to a Reuters tracker.",0,0,0,0,0,0,1,1,0
001af79497a01e91,"India has reported 45,083 COVID-19 cases and 460 deaths in the last 24 hours. This comes a day after the country reported 46,759 cases and 509 deaths. Kerala accounted for nearly 70% of the new cases in the country as it reported 31,265 cases and 153 deaths on Saturday. India's total cases reached 3,26,95,030, while death toll surged to 4,37,830.",0,0,0,0,0,0,0,1,0
001bb624469de607,"Pune district reported 1,050 COVID-19 cases on Saturday while 898 people were discharged from hospitals. As many as 10 deaths were reported in the district. There are 9,089 active cases, according to the District Health Officer (DHO) Dr Bhagwan Pawar. A total of 69,475 doses of the COVID-19 vaccine were administered to the people in the district on Saturday. ",0,0,0,0,0,0,1,1,0
001c368c738a814f,"The United Arab Emirates will open up tourist visa applications to everyone who has been fully vaccinated with one of the COVID-19 shots approved by the WHO. The decision applies to the citizens of all countries, including those from the countries banned previously, state-run WAM reported. The new rules go into effect from August 30.",1,0,0,0,0,1,1,0,0
001c86f5bceccb32,"The Delhi Police on Sunday said devotees will not be permitted to visit temples on Janmashtami as the Delhi government's guidelines prohibit religious gatherings. It advised people to celebrate the festival at their homes due to the COVID-19 pandemic. Action will be taken against those violating guidelines, said South East Delhi Deputy Commissioner of Police RP Meena. ",0,1,0,0,0,0,0,0,0
001cba5e79b6b91e,"A 16-year-old boy was allegedly given COVID-19 vaccine in Madhya Pradesh's Morena district, following which a probe has been ordered. The boy was allegedly vaccinated on Saturday after which he fell sick. ""An inquiry has been ordered to ascertain how the minor boy was given the COVID-19 shot,"" Morena District Chief Medical and Health Officer AD Sharma said.",0,0,0,0,0,0,1,0,0
001ceacfd4ffa469,"Kerala on Sunday recorded 29,836 new COVID-19 infections, taking the tally of active cases in the state to 2,12,566. As many as 22,088 people have been cured of the infection since Saturday, taking the total recoveries to 37,73,754, a state government release said. In the last 24 hours, the positivity rate was found to be 19.67%.",0,0,0,0,0,0,0,1,0
001ceebc43e65027,"Singapore has fully vaccinated 80% of its around 57 lakh population against coronavirus, Health Minister Ong Ye Kung said on Sunday. ""It's the result of the collective effort of...people of Singapore coming forward to take care of themselves and...people around them,"" he added. The milestone makes Singapore the most vaccinated country in the world, according to a Reuters tracker.",0,0,0,0,0,0,1,1,0
001d2f65ea6f4163,"Medanta Chairman Dr Naresh Trehan has said if enough children fall sick after contracting COVID-19, ""we don't have good facilities to take care of them"". He added, ""Given our population size, we should be cautious. The fact is a vaccine is now around the corner."" ZyCoV-D, which received emergency use authorisation in India, will be administered to children above 12.",0,0,0,0,0,0,1,0,0
001d39c71fce6f78,"Microsoft Co-founder Bill Gates congratulated India for reaching a ""tremendous milestone"" after the country recorded its highest single-day COVID-19 vaccine coverage at over 1 crore doses. ""Collective efforts of the government, R&D community, vaccine manufacturers and millions of health workers have made this feat possible,"" Gates tweeted. He tagged the Twitter handle of PM Narendra Modi's office.",0,0,0,0,0,0,1,0,0
001d739c97bc2ae4,"World Health Organization (WHO) Chief Scientist Dr Soumya Swaminathan congratulated India after the country administered over 1 crore COVID-19 vaccine doses in a day, taking its total to 62 crore doses. ""India achieves 50% coverage (at least one dose) of adult population...Vaccination, along with public health and individual preventive measures will protect everyone!"" Swaminathan said in a tweet.",1,0,0,0,0,0,1,1,0
001deac5571d5186,"India has reported 46,759 new COVID-19 cases and 509 deaths in the last 24 hours. Kerala accounted for over 70% of the new cases in the country as the state reported 32,801 cases on Friday. With this, India's total COVID-19 cases reached 3,26,49,947, while the death toll surged to 4,37,370. The country's active caseload currently stands at 3,59,775.",0,0,0,0,0,0,0,1,0
001e131e1a08845a,"Canada has authorised Moderna COVID-19 vaccine for use in children from the age of 12 to 17. The country had earlier approved Pfizer-BioNTech COVID-19 vaccine for the same age group. More than 76% of adolescents aged 12-17 years have received at least one COVID-19 vaccine dose and 63.57% have been fully vaccinated as of August 21, regulator Health Canada said.",0,0,0,0,0,0,1,1,0
001eba8bbe728e54,"German Chancellor Angela Merkel said the country will make up to 70 million COVID-19 vaccine doses available to African countries this year, more than doubling a previous pledge to donate 30 million. Merkel made the announcement after a summit with African leaders on the G20's Compact with Africa initiative. Reportedly, Africa has vaccinated only 2% of its 1.3 billion population.",0,0,0,0,0,0,1,1,0
001ed6d4be00614b,"Kerala government has issued COVID-19 guidelines and said that ""special intensified stringent lockdowns"" will be imposed in areas where weekly infection population ratio is above seven. Such areas will be notified about restrictions on a weekly basis and Collectors will notify micro-containment zones and enforce lockdowns, said the government. A 10 pm-6 am night curfew has also been imposed.",0,0,1,0,0,0,0,0,0
001eff4007dbb65b,"Microsoft Co-founder Bill Gates congratulated India for reaching a ""tremendous milestone"" after the country recorded its highest single-day COVID-19 vaccine coverage at over 1 crore doses. ""Collective efforts of the government, R&D community, vaccine manufacturers and millions of health workers have made this feat possible,"" Gates tweeted. He tagged the Twitter handle of PM Narendra Modi's office.",0,0,0,0,0,0,1,0,0
001f1f993acff9a3,"Russia's Deputy PM Tatyana Golikova on Friday said that over 3.7 crore people in the country have been fully vaccinated against coronavirus, Interfax news agency reported. More than 4.4 crore people have received at least one COVID-19 vaccine dose, Golikova added. Russia, which has a population of over 14.4 crore, has reported more than 67 lakh COVID-19 cases so far. ",0,0,0,0,0,0,1,1,0
0020376025dd8092,"As many as 12.95 lakh people in Odisha have missed their second COVID-19 vaccine dose, despite completing the maximum time gap between two doses, state's vaccination in-charge Dr Bijay Panigrahi has said. ""While some people didn't come after taking the first dose, others missed it due to vaccine shortage...Efficacy of the vaccine will remain for six months,"" Dr Panigrahi added.",0,0,0,0,0,0,1,1,0
002046a2e5669735,"World Health Organization (WHO) Chief Scientist Dr Soumya Swaminathan congratulated India after the country administered over 1 crore COVID-19 vaccine doses in a day, taking its total to 62 crore doses. ""India achieves 50% coverage (at least one dose) of adult population...Vaccination, along with public health and individual preventive measures will protect everyone!"" Swaminathan said in a tweet.",1,0,0,0,0,0,1,1,0
002093eb829e4e1b,"Russia's Deputy PM Tatyana Golikova on Friday said that over 3.7 crore people in the country have been fully vaccinated against coronavirus, Interfax news agency reported. More than 4.4 crore people have received at least one COVID-19 vaccine dose, Golikova added. Russia, which has a population of over 14.4 crore, has reported more than 67 lakh COVID-19 cases so far. ",0,0,0,0,0,0,1,1,0
00209bd924d80a3e,"Thousands of people protested in Germany's capital Berlin against the measures imposed by the government to curb the spread of COVID-19 despite a ban on gatherings. More than 2,000 police officers were stationed around Berlin to respond to those who showed up despite the bans. The protest comes amid debates in the country about COVID-19 restrictions for unvaccinated people.",0,0,1,0,0,0,0,0,0
0020baa22b95d1b0,"Bajaj Group, in collaboration with Pune Zilla Parishad, is organising a mega COVID-19 vaccination drive on August 31 in Rural Pune. The initiative aims at administering COVID-19 vaccines to the residents in the remotest parts of the Pune Rural area. Individuals above the age of 18 will be vaccinated, with a special focus on senior citizens and people with comorbidities.",0,0,0,0,1,0,1,0,0
